"","Entity","Code","Day","close_public_transport"
"131","Mexico","MEX","2020-05-10",1
"132","Mexico","MEX","2020-05-11",1
"133","Mexico","MEX","2020-05-12",1
"134","Mexico","MEX","2020-05-13",1
"135","Mexico","MEX","2020-05-14",1
"136","Mexico","MEX","2020-05-15",1
"137","Mexico","MEX","2020-05-16",1
"138","Mexico","MEX","2020-05-17",1
"139","Mexico","MEX","2020-05-18",1
"140","Mexico","MEX","2020-05-19",1
"141","Mexico","MEX","2020-05-20",1
"142","Mexico","MEX","2020-05-21",1
"143","Mexico","MEX","2020-05-22",1
"144","Mexico","MEX","2020-05-23",1
"145","Mexico","MEX","2020-05-24",1
"146","Mexico","MEX","2020-05-25",1
"147","Mexico","MEX","2020-05-26",1
"148","Mexico","MEX","2020-05-27",1
"149","Mexico","MEX","2020-05-28",1
"150","Mexico","MEX","2020-05-29",1
"151","Mexico","MEX","2020-05-30",1
"152","Mexico","MEX","2020-05-31",1
"153","Mexico","MEX","2020-06-01",1
"154","Mexico","MEX","2020-06-02",1
"155","Mexico","MEX","2020-06-03",1
"156","Mexico","MEX","2020-06-04",1
"157","Mexico","MEX","2020-06-05",1
"158","Mexico","MEX","2020-06-06",1
"159","Mexico","MEX","2020-06-07",1
"160","Mexico","MEX","2020-06-08",1
"161","Mexico","MEX","2020-06-09",1
"162","Mexico","MEX","2020-06-10",1
"163","Mexico","MEX","2020-06-11",1
"164","Mexico","MEX","2020-06-12",1
"165","Mexico","MEX","2020-06-13",1
"166","Mexico","MEX","2020-06-14",1
"167","Mexico","MEX","2020-06-15",1
"168","Mexico","MEX","2020-06-16",1
"169","Mexico","MEX","2020-06-17",1
"170","Mexico","MEX","2020-06-18",1
"171","Mexico","MEX","2020-06-19",1
"172","Mexico","MEX","2020-06-20",1
"173","Mexico","MEX","2020-06-21",1
"174","Mexico","MEX","2020-06-22",1
"175","Mexico","MEX","2020-06-23",1
"176","Mexico","MEX","2020-06-24",1
"177","Mexico","MEX","2020-06-25",1
"178","Mexico","MEX","2020-06-26",1
"179","Mexico","MEX","2020-06-27",1
"180","Mexico","MEX","2020-06-28",1
"181","Mexico","MEX","2020-06-29",1
"182","Mexico","MEX","2020-06-30",1
"183","Mexico","MEX","2020-07-01",1
"184","Mexico","MEX","2020-07-02",1
"185","Mexico","MEX","2020-07-03",1
"186","Mexico","MEX","2020-07-04",1
"187","Mexico","MEX","2020-07-05",1
"188","Mexico","MEX","2020-07-06",1
"189","Mexico","MEX","2020-07-07",1
"190","Mexico","MEX","2020-07-08",1
"191","Mexico","MEX","2020-07-09",1
"192","Mexico","MEX","2020-07-10",1
"193","Mexico","MEX","2020-07-11",1
"194","Mexico","MEX","2020-07-12",1
"195","Mexico","MEX","2020-07-13",1
"196","Mexico","MEX","2020-07-14",1
"197","Mexico","MEX","2020-07-15",1
"198","Mexico","MEX","2020-07-16",1
"199","Mexico","MEX","2020-07-17",1
"200","Mexico","MEX","2020-07-18",1
"201","Mexico","MEX","2020-07-19",1
"202","Mexico","MEX","2020-07-20",1
"203","Mexico","MEX","2020-07-21",1
"204","Mexico","MEX","2020-07-22",1
"205","Mexico","MEX","2020-07-23",1
"206","Mexico","MEX","2020-07-24",1
"207","Mexico","MEX","2020-07-25",1
"208","Mexico","MEX","2020-07-26",1
"209","Mexico","MEX","2020-07-27",1
"210","Mexico","MEX","2020-07-28",1
"211","Mexico","MEX","2020-07-29",1
"212","Mexico","MEX","2020-07-30",1
"213","Mexico","MEX","2020-07-31",1
"214","Mexico","MEX","2020-08-01",1
"215","Mexico","MEX","2020-08-02",1
"216","Mexico","MEX","2020-08-03",1
"217","Mexico","MEX","2020-08-04",1
"218","Mexico","MEX","2020-08-05",1
"219","Mexico","MEX","2020-08-06",1
"220","Mexico","MEX","2020-08-07",1
"221","Mexico","MEX","2020-08-08",1
"222","Mexico","MEX","2020-08-09",1
"223","Mexico","MEX","2020-08-10",1
"224","Mexico","MEX","2020-08-11",1
"225","Mexico","MEX","2020-08-12",1
"226","Mexico","MEX","2020-08-13",1
"227","Mexico","MEX","2020-08-14",1
"228","Mexico","MEX","2020-08-15",1
"229","Mexico","MEX","2020-08-16",1
"230","Mexico","MEX","2020-08-17",1
"231","Mexico","MEX","2020-08-18",1
"232","Mexico","MEX","2020-08-19",1
"233","Mexico","MEX","2020-08-20",1
"234","Mexico","MEX","2020-08-21",1
"235","Mexico","MEX","2020-08-22",1
"236","Mexico","MEX","2020-08-23",1
"237","Mexico","MEX","2020-08-24",1
"238","Mexico","MEX","2020-08-25",1
"239","Mexico","MEX","2020-08-26",1
"240","Mexico","MEX","2020-08-27",1
"241","Mexico","MEX","2020-08-28",1
"242","Mexico","MEX","2020-08-29",1
"243","Mexico","MEX","2020-08-30",1
"244","Mexico","MEX","2020-08-31",1
"245","Mexico","MEX","2020-09-01",1
"246","Mexico","MEX","2020-09-02",1
"247","Mexico","MEX","2020-09-03",1
"248","Mexico","MEX","2020-09-04",1
"249","Mexico","MEX","2020-09-05",1
"250","Mexico","MEX","2020-09-06",1
"251","Mexico","MEX","2020-09-07",1
"252","Mexico","MEX","2020-09-08",1
"253","Mexico","MEX","2020-09-09",1
"254","Mexico","MEX","2020-09-10",1
"255","Mexico","MEX","2020-09-11",1
"256","Mexico","MEX","2020-09-12",1
"257","Mexico","MEX","2020-09-13",1
"258","Mexico","MEX","2020-09-14",1
"259","Mexico","MEX","2020-09-15",1
"260","Mexico","MEX","2020-09-16",1
"261","Mexico","MEX","2020-09-17",1
"262","Mexico","MEX","2020-09-18",1
"263","Mexico","MEX","2020-09-19",1
"264","Mexico","MEX","2020-09-20",1
"265","Mexico","MEX","2020-09-21",1
"266","Mexico","MEX","2020-09-22",1
"267","Mexico","MEX","2020-09-23",1
"268","Mexico","MEX","2020-09-24",1
"269","Mexico","MEX","2020-09-25",1
"270","Mexico","MEX","2020-09-26",1
"271","Mexico","MEX","2020-09-27",1
"272","Mexico","MEX","2020-09-28",1
"273","Mexico","MEX","2020-09-29",1
"274","Mexico","MEX","2020-09-30",1
"275","Mexico","MEX","2020-10-01",1
"276","Mexico","MEX","2020-10-02",1
"277","Mexico","MEX","2020-10-03",1
"278","Mexico","MEX","2020-10-04",1
"279","Mexico","MEX","2020-10-05",1
"280","Mexico","MEX","2020-10-06",1
"281","Mexico","MEX","2020-10-07",1
"282","Mexico","MEX","2020-10-08",1
"283","Mexico","MEX","2020-10-09",1
"284","Mexico","MEX","2020-10-10",1
"285","Mexico","MEX","2020-10-11",1
"286","Mexico","MEX","2020-10-12",1
"287","Mexico","MEX","2020-10-13",1
"288","Mexico","MEX","2020-10-14",1
"289","Mexico","MEX","2020-10-15",1
"290","Mexico","MEX","2020-10-16",1
"291","Mexico","MEX","2020-10-17",1
"292","Mexico","MEX","2020-10-18",1
"293","Mexico","MEX","2020-10-19",1
"294","Mexico","MEX","2020-10-20",1
"295","Mexico","MEX","2020-10-21",1
"296","Mexico","MEX","2020-10-22",1
"297","Mexico","MEX","2020-10-23",1
"298","Mexico","MEX","2020-10-24",1
"299","Mexico","MEX","2020-10-25",1
"300","Mexico","MEX","2020-10-26",1
"301","Mexico","MEX","2020-10-27",1
"302","Mexico","MEX","2020-10-28",1
"303","Mexico","MEX","2020-10-29",1
"304","Mexico","MEX","2020-10-30",1
"305","Mexico","MEX","2020-10-31",1
"306","Mexico","MEX","2020-11-01",1
"307","Mexico","MEX","2020-11-02",1
"308","Mexico","MEX","2020-11-03",1
"309","Mexico","MEX","2020-11-04",1
"310","Mexico","MEX","2020-11-05",1
"311","Mexico","MEX","2020-11-06",1
"312","Mexico","MEX","2020-11-07",1
"313","Mexico","MEX","2020-11-08",1
"314","Mexico","MEX","2020-11-09",1
"315","Mexico","MEX","2020-11-10",1
"316","Mexico","MEX","2020-11-11",1
"317","Mexico","MEX","2020-11-12",1
"318","Mexico","MEX","2020-11-13",1
"319","Mexico","MEX","2020-11-14",1
"320","Mexico","MEX","2020-11-15",1
"321","Mexico","MEX","2020-11-16",1
"322","Mexico","MEX","2020-11-17",1
"323","Mexico","MEX","2020-11-18",1
"324","Mexico","MEX","2020-11-19",1
"325","Mexico","MEX","2020-11-20",1
"326","Mexico","MEX","2020-11-21",1
"327","Mexico","MEX","2020-11-22",1
"328","Mexico","MEX","2020-11-23",1
"329","Mexico","MEX","2020-11-24",1
"330","Mexico","MEX","2020-11-25",1
"331","Mexico","MEX","2020-11-26",1
"332","Mexico","MEX","2020-11-27",1
"333","Mexico","MEX","2020-11-28",1
"334","Mexico","MEX","2020-11-29",1
"335","Mexico","MEX","2020-11-30",1
"336","Mexico","MEX","2020-12-01",1
"337","Mexico","MEX","2020-12-02",1
"338","Mexico","MEX","2020-12-03",1
"339","Mexico","MEX","2020-12-04",1
"340","Mexico","MEX","2020-12-05",1
"341","Mexico","MEX","2020-12-06",1
"342","Mexico","MEX","2020-12-07",1
"343","Mexico","MEX","2020-12-08",1
"344","Mexico","MEX","2020-12-09",1
"345","Mexico","MEX","2020-12-10",1
"346","Mexico","MEX","2020-12-11",1
"347","Mexico","MEX","2020-12-12",1
"348","Mexico","MEX","2020-12-13",1
"349","Mexico","MEX","2020-12-14",1
"350","Mexico","MEX","2020-12-15",1
"351","Mexico","MEX","2020-12-16",1
"352","Mexico","MEX","2020-12-17",1
"353","Mexico","MEX","2020-12-18",1
"354","Mexico","MEX","2020-12-19",1
"355","Mexico","MEX","2020-12-20",1
"356","Mexico","MEX","2020-12-21",1
"357","Mexico","MEX","2020-12-22",1
"358","Mexico","MEX","2020-12-23",1
"359","Mexico","MEX","2020-12-24",1
"360","Mexico","MEX","2020-12-25",1
"361","Mexico","MEX","2020-12-26",1
"362","Mexico","MEX","2020-12-27",1
"363","Mexico","MEX","2020-12-28",1
"364","Mexico","MEX","2020-12-29",1
"365","Mexico","MEX","2020-12-30",1
"366","Mexico","MEX","2020-12-31",1
"367","Mexico","MEX","2021-01-01",1
"368","Mexico","MEX","2021-01-02",1
"369","Mexico","MEX","2021-01-03",1
"370","Mexico","MEX","2021-01-04",1
"371","Mexico","MEX","2021-01-05",1
"372","Mexico","MEX","2021-01-06",1
"373","Mexico","MEX","2021-01-07",1
"374","Mexico","MEX","2021-01-08",1
"375","Mexico","MEX","2021-01-09",1
"376","Mexico","MEX","2021-01-10",1
"377","Mexico","MEX","2021-01-11",1
"378","Mexico","MEX","2021-01-12",1
"379","Mexico","MEX","2021-01-13",1
"380","Mexico","MEX","2021-01-14",1
"381","Mexico","MEX","2021-01-15",1
"382","Mexico","MEX","2021-01-16",1
"383","Mexico","MEX","2021-01-17",1
"384","Mexico","MEX","2021-01-18",1
"385","Mexico","MEX","2021-01-19",1
"386","Mexico","MEX","2021-01-20",1
"387","Mexico","MEX","2021-01-21",1
"388","Mexico","MEX","2021-01-22",1
"389","Mexico","MEX","2021-01-23",1
"390","Mexico","MEX","2021-01-24",1
"391","Mexico","MEX","2021-01-25",1
"392","Mexico","MEX","2021-01-26",1
"393","Mexico","MEX","2021-01-27",1
"394","Mexico","MEX","2021-01-28",1
"395","Mexico","MEX","2021-01-29",1
"396","Mexico","MEX","2021-01-30",1
"397","Mexico","MEX","2021-01-31",1
"398","Mexico","MEX","2021-02-01",1
"399","Mexico","MEX","2021-02-02",1
"400","Mexico","MEX","2021-02-03",1
"401","Mexico","MEX","2021-02-04",1
"402","Mexico","MEX","2021-02-05",1
"403","Mexico","MEX","2021-02-06",1
"404","Mexico","MEX","2021-02-07",1
"405","Mexico","MEX","2021-02-08",1
"406","Mexico","MEX","2021-02-09",1
"407","Mexico","MEX","2021-02-10",1
"408","Mexico","MEX","2021-02-11",1
"409","Mexico","MEX","2021-02-12",1
"410","Mexico","MEX","2021-02-13",1
"411","Mexico","MEX","2021-02-14",1
"412","Mexico","MEX","2021-02-15",1
"413","Mexico","MEX","2021-02-16",1
"414","Mexico","MEX","2021-02-17",1
"415","Mexico","MEX","2021-02-18",1
"416","Mexico","MEX","2021-02-19",1
"417","Mexico","MEX","2021-02-20",1
"418","Mexico","MEX","2021-02-21",1
"419","Mexico","MEX","2021-02-22",1
"420","Mexico","MEX","2021-02-23",1
"421","Mexico","MEX","2021-02-24",1
"422","Mexico","MEX","2021-02-25",1
"423","Mexico","MEX","2021-02-26",1
"424","Mexico","MEX","2021-02-27",1
"425","Mexico","MEX","2021-02-28",1
"426","Mexico","MEX","2021-03-01",1
"427","Mexico","MEX","2021-03-02",1
"428","Mexico","MEX","2021-03-03",1
"429","Mexico","MEX","2021-03-04",1
"430","Mexico","MEX","2021-03-05",1
"431","Mexico","MEX","2021-03-06",1
"432","Mexico","MEX","2021-03-07",1
"433","Mexico","MEX","2021-03-08",1
"434","Mexico","MEX","2021-03-09",1
"435","Mexico","MEX","2021-03-10",1
"436","Mexico","MEX","2021-03-11",1
"437","Mexico","MEX","2021-03-12",1
"438","Mexico","MEX","2021-03-13",1
"439","Mexico","MEX","2021-03-14",1
"440","Mexico","MEX","2021-03-15",1
"441","Mexico","MEX","2021-03-16",1
"442","Mexico","MEX","2021-03-17",1
"443","Mexico","MEX","2021-03-18",1
"444","Mexico","MEX","2021-03-19",1
"445","Mexico","MEX","2021-03-20",1
"446","Mexico","MEX","2021-03-21",1
"447","Mexico","MEX","2021-03-22",1
"448","Mexico","MEX","2021-03-23",1
"449","Mexico","MEX","2021-03-24",1
"450","Mexico","MEX","2021-03-25",1
"451","Mexico","MEX","2021-03-26",1
"452","Mexico","MEX","2021-03-27",1
"453","Mexico","MEX","2021-03-28",1
"454","Mexico","MEX","2021-03-29",1
"455","Mexico","MEX","2021-03-30",1
"456","Mexico","MEX","2021-03-31",1
"457","Mexico","MEX","2021-04-01",1
"458","Mexico","MEX","2021-04-02",1
"459","Mexico","MEX","2021-04-03",1
"460","Mexico","MEX","2021-04-04",1
"461","Mexico","MEX","2021-04-05",1
"462","Mexico","MEX","2021-04-06",1
"463","Mexico","MEX","2021-04-07",1
"464","Mexico","MEX","2021-04-08",1
"465","Mexico","MEX","2021-04-09",1
"466","Mexico","MEX","2021-04-10",1
"467","Mexico","MEX","2021-04-11",1
"468","Mexico","MEX","2021-04-12",1
"469","Mexico","MEX","2021-04-13",1
"470","Mexico","MEX","2021-04-14",1
"471","Mexico","MEX","2021-04-15",1
"472","Mexico","MEX","2021-04-16",1
"473","Mexico","MEX","2021-04-17",1
"474","Mexico","MEX","2021-04-18",1
"475","Mexico","MEX","2021-04-19",1
"476","Mexico","MEX","2021-04-20",1
"477","Mexico","MEX","2021-04-21",1
"478","Mexico","MEX","2021-04-22",1
"479","Mexico","MEX","2021-04-23",1
"480","Mexico","MEX","2021-04-24",1
"481","Mexico","MEX","2021-04-25",1
"482","Mexico","MEX","2021-04-26",1
"483","Mexico","MEX","2021-04-27",1
"484","Mexico","MEX","2021-04-28",1
"485","Mexico","MEX","2021-04-29",1
"486","Mexico","MEX","2021-04-30",1
"487","Mexico","MEX","2021-05-01",1
"488","Mexico","MEX","2021-05-02",1
"489","Mexico","MEX","2021-05-03",1
"490","Mexico","MEX","2021-05-04",1
"491","Mexico","MEX","2021-05-05",1
"492","Mexico","MEX","2021-05-06",1
"493","Mexico","MEX","2021-05-07",1
"494","Mexico","MEX","2021-05-08",1
"495","Mexico","MEX","2021-05-09",1
"496","Mexico","MEX","2021-05-10",1
"497","Mexico","MEX","2021-05-11",1
"498","Mexico","MEX","2021-05-12",1
"499","Mexico","MEX","2021-05-13",1
"500","Mexico","MEX","2021-05-14",1
"501","Mexico","MEX","2021-05-15",1
"502","Mexico","MEX","2021-05-16",1
"503","Mexico","MEX","2021-05-17",1
"504","Mexico","MEX","2021-05-18",1
"505","Mexico","MEX","2021-05-19",1
"506","Mexico","MEX","2021-05-20",1
"507","Mexico","MEX","2021-05-21",1
"508","Mexico","MEX","2021-05-22",1
"509","Mexico","MEX","2021-05-23",1
"510","Mexico","MEX","2021-05-24",1
"511","Mexico","MEX","2021-05-25",1
"512","Mexico","MEX","2021-05-26",1
"513","Mexico","MEX","2021-05-27",1
"514","Mexico","MEX","2021-05-28",1
"515","Mexico","MEX","2021-05-29",1
"516","Mexico","MEX","2021-05-30",1
"517","Mexico","MEX","2021-05-31",1
"518","Mexico","MEX","2021-06-01",1
"519","Mexico","MEX","2021-06-02",1
"520","Mexico","MEX","2021-06-03",1
"521","Mexico","MEX","2021-06-04",1
"522","Mexico","MEX","2021-06-05",1
"523","Mexico","MEX","2021-06-06",1
"524","Mexico","MEX","2021-06-07",1
"525","Mexico","MEX","2021-06-08",1
"526","Mexico","MEX","2021-06-09",1
"527","Mexico","MEX","2021-06-10",1
"528","Mexico","MEX","2021-06-11",1
"529","Mexico","MEX","2021-06-12",1
"530","Mexico","MEX","2021-06-13",1
"531","Mexico","MEX","2021-06-14",1
"532","Mexico","MEX","2021-06-15",1
"533","Mexico","MEX","2021-06-16",1
"534","Mexico","MEX","2021-06-17",1
"535","Mexico","MEX","2021-06-18",1
"536","Mexico","MEX","2021-06-19",1
"537","Mexico","MEX","2021-06-20",1
"538","Mexico","MEX","2021-06-21",1
"539","Mexico","MEX","2021-06-22",1
"540","Mexico","MEX","2021-06-23",1
"541","Mexico","MEX","2021-06-24",1
"542","Mexico","MEX","2021-06-25",1
"543","Mexico","MEX","2021-06-26",1
"544","Mexico","MEX","2021-06-27",1
"545","Mexico","MEX","2021-06-28",1
"546","Mexico","MEX","2021-06-29",1
"547","Mexico","MEX","2021-06-30",1
"548","Mexico","MEX","2021-07-01",1
"549","Mexico","MEX","2021-07-02",1
"550","Mexico","MEX","2021-07-03",1
"551","Mexico","MEX","2021-07-04",1
"552","Mexico","MEX","2021-07-05",1
"553","Mexico","MEX","2021-07-06",1
"554","Mexico","MEX","2021-07-07",1
"555","Mexico","MEX","2021-07-08",1
"556","Mexico","MEX","2021-07-09",1
"557","Mexico","MEX","2021-07-10",1
"558","Mexico","MEX","2021-07-11",1
"559","Mexico","MEX","2021-07-12",1
"560","Mexico","MEX","2021-07-13",1
"561","Mexico","MEX","2021-07-14",1
"562","Mexico","MEX","2021-07-15",1
"563","Mexico","MEX","2021-07-16",1
"564","Mexico","MEX","2021-07-17",1
"565","Mexico","MEX","2021-07-18",1
"566","Mexico","MEX","2021-07-19",1
"567","Mexico","MEX","2021-07-20",1
"568","Mexico","MEX","2021-07-21",1
"569","Mexico","MEX","2021-07-22",1
"570","Mexico","MEX","2021-07-23",1
"571","Mexico","MEX","2021-07-24",1
"572","Mexico","MEX","2021-07-25",1
"573","Mexico","MEX","2021-07-26",1
"574","Mexico","MEX","2021-07-27",1
"575","Mexico","MEX","2021-07-28",1
"576","Mexico","MEX","2021-07-29",1
"577","Mexico","MEX","2021-07-30",1
"578","Mexico","MEX","2021-07-31",1
"579","Mexico","MEX","2021-08-01",1
"580","Mexico","MEX","2021-08-02",1
"581","Mexico","MEX","2021-08-03",1
"582","Mexico","MEX","2021-08-04",1
"583","Mexico","MEX","2021-08-05",1
"584","Mexico","MEX","2021-08-06",1
"585","Mexico","MEX","2021-08-07",1
"586","Mexico","MEX","2021-08-08",1
"587","Mexico","MEX","2021-08-09",1
"588","Mexico","MEX","2021-08-10",1
"589","Mexico","MEX","2021-08-11",1
"590","Mexico","MEX","2021-08-12",1
"591","Mexico","MEX","2021-08-13",1
"592","Mexico","MEX","2021-08-14",1
"593","Mexico","MEX","2021-08-15",1
"594","Mexico","MEX","2021-08-16",1
"595","Mexico","MEX","2021-08-17",1
"596","Mexico","MEX","2021-08-18",1
"597","Mexico","MEX","2021-08-19",1
"598","Mexico","MEX","2021-08-20",1
"599","Mexico","MEX","2021-08-21",1
"600","Mexico","MEX","2021-08-22",1
"601","Mexico","MEX","2021-08-23",1
"602","Mexico","MEX","2021-08-24",1
"603","Mexico","MEX","2021-08-25",1
"604","Mexico","MEX","2021-08-26",1
"605","Mexico","MEX","2021-08-27",1
"606","Mexico","MEX","2021-08-28",1
"607","Mexico","MEX","2021-08-29",1
"608","Mexico","MEX","2021-08-30",1
"609","Mexico","MEX","2021-08-31",1
"610","Mexico","MEX","2021-09-01",1
"611","Mexico","MEX","2021-09-02",1
"612","Mexico","MEX","2021-09-03",1
"613","Mexico","MEX","2021-09-04",1
"614","Mexico","MEX","2021-09-05",1
"615","Mexico","MEX","2021-09-06",1
"616","Mexico","MEX","2021-09-07",1
"617","Mexico","MEX","2021-09-08",1
"618","Mexico","MEX","2021-09-09",1
"619","Mexico","MEX","2021-09-10",1
"620","Mexico","MEX","2021-09-11",1
"621","Mexico","MEX","2021-09-12",1
"622","Mexico","MEX","2021-09-13",1
"623","Mexico","MEX","2021-09-14",1
"624","Mexico","MEX","2021-09-15",1
"625","Mexico","MEX","2021-09-16",1
"626","Mexico","MEX","2021-09-17",1
"627","Mexico","MEX","2021-09-18",1
"628","Mexico","MEX","2021-09-19",1
"629","Mexico","MEX","2021-09-20",1
"630","Mexico","MEX","2021-09-21",1
"631","Mexico","MEX","2021-09-22",1
"632","Mexico","MEX","2021-09-23",1
"633","Mexico","MEX","2021-09-24",1
"634","Mexico","MEX","2021-09-25",1
"635","Mexico","MEX","2021-09-26",1
"636","Mexico","MEX","2021-09-27",1
"637","Mexico","MEX","2021-09-28",1
"638","Mexico","MEX","2021-09-29",1
"639","Mexico","MEX","2021-09-30",1
"640","Mexico","MEX","2021-10-01",1
"641","Mexico","MEX","2021-10-02",1
"642","Mexico","MEX","2021-10-03",1
"643","Mexico","MEX","2021-10-04",1
"644","Mexico","MEX","2021-10-05",1
"645","Mexico","MEX","2021-10-06",1
"646","Mexico","MEX","2021-10-07",1
"647","Mexico","MEX","2021-10-08",1
"648","Mexico","MEX","2021-10-09",1
"649","Mexico","MEX","2021-10-10",1
"650","Mexico","MEX","2021-10-11",1
"651","Mexico","MEX","2021-10-12",1
"652","Mexico","MEX","2021-10-13",1
"653","Mexico","MEX","2021-10-14",1
"654","Mexico","MEX","2021-10-15",1
"655","Mexico","MEX","2021-10-16",1
"656","Mexico","MEX","2021-10-17",1
"657","Mexico","MEX","2021-10-18",1
"658","Mexico","MEX","2021-10-19",1
"659","Mexico","MEX","2021-10-20",1
"660","Mexico","MEX","2021-10-21",1
"661","Mexico","MEX","2021-10-22",1
"662","Mexico","MEX","2021-10-23",1
"663","Mexico","MEX","2021-10-24",1
"664","Mexico","MEX","2021-10-25",1
